Pad;X_mm;Y_mm;Signal;Kategorie
AM3;-16.92;7.695;VSS;VSS
AM4;-15.98;7.695;VSS;VSS
AM5;-15.04;7.695;VSS;VSS
AM6;-14.1;7.695;PCIE_TXN[23];PCIe
AM7;-13.16;7.695;VDDCR;VDDCR
AM8;-12.22;7.695;VDDCR;VDDCR
AM9;-11.28;7.695;PCIE_RXP[20];PCIe
AM10;-10.34;7.695;VDDCR;VDDCR
AM11;-9.4;7.695;VSS;VSS
AM12;-8.46;7.695;VDDCR;VDDCR
AM13;-7.52;7.695;PCIE_RXN[21];PCIe
AM14;-6.58;7.695;VSS;VSS
AM15;-5.64;7.695;VDDCR;VDDCR
AM16;-4.7;7.695;VSS;VSS
AM17;-3.76;7.695;VDDCR;VDDCR
AM18;-2.82;7.695;VSS;VSS
AM19;-1.88;7.695;VDDCR;VDDCR
AM20;-0.94;7.695;VSS;VSS
AM22;0.94;7.695;VSS;VSS
AM23;1.88;7.695;VDDCR;VDDCR
AM24;2.82;7.695;VSS;VSS
AM25;3.76;7.695;VDDCR;VDDCR
AM26;4.7;7.695;VSS;VSS
AM27;5.64;7.695;VDDCR;VDDCR
AM28;6.58;7.695;VSS;VSS
AM29;7.52;7.695;TEST31B;GPIO/SPI/SMBus
AM30;8.46;7.695;TEST31A;GPIO/SPI/SMBus
AM31;9.4;7.695;VSS;VSS
AM32;10.34;7.695;MBB_CHECK[1];Speicher-A
AM33;11.28;7.695;VSS;VSS
AM34;12.22;7.695;MBB_CA[1];Speicher-A
AM35;13.16;7.695;VSS;VSS
AM36;14.1;7.695;MBB_CA[0];Speicher-A
AM37;15.04;7.695;VSS;VSS
AM38;15.98;7.695;VSS;VSS
AM39;16.92;7.695;MAB0_CS_L[0];Speicher-B
AM40;17.86;7.695;MAB0_CS_L[1];Speicher-B
AM41;18.8;7.695;VSS;VSS
AN2;-17.86;8.505;VSS;VSS
AN3;-16.92;8.505;VSS;VSS
AN4;-15.98;8.505;VSS;VSS
AN5;-15.04;8.505;PCIE_TXP[24];PCIe
AN6;-14.1;8.505;VSS;VSS
AN7;-13.16;8.505;PCIE_TXP[23];PCIe
AN8;-12.22;8.505;VSS;VSS
AN9;-11.28;8.505;VDD_MISC;Steuerung2
AN10;-10.34;8.505;VSS;VSS
AN11;-9.4;8.505;VDD_MISC;Steuerung2
AN12;-8.46;8.505;PCIE_RXN[22];PCIe
AN13;-7.52;8.505;VSS;VSS
AN14;-6.58;8.505;PCIE_RXP[21];PCIe
AN15;-5.64;8.505;VSS;VSS
AN16;-4.7;8.505;PCIE_RXP[26];PCIe
AN17;-3.76;8.505;PCIE_RXN[26];PCIe
AN18;-2.82;8.505;VSS;VSS
AN19;-1.88;8.505;VSS;VSS
AN20;-0.94;8.505;VSS;VSS
AN21;0.0;8.505;VSS;VSS
AN22;0.94;8.505;VDDCR;VDDCR
AN23;1.88;8.505;VSS;VSS
AN24;2.82;8.505;VDDCR;VDDCR
AN25;3.76;8.505;VSS;VSS
AN26;4.7;8.505;VDDCR;VDDCR
AN27;5.64;8.505;VSS;VSS
AN28;6.58;8.505;VDDCR;VDDCR
AN29;7.52;8.505;VSS;VSS
AN30;8.46;8.505;VSS;VSS
AN31;9.4;8.505;MBB_CHECK[3];Speicher-A
AN32;10.34;8.505;VSS;VSS
AN33;11.28;8.505;VSS;VSS
AN34;12.22;8.505;MBB1_CS_L[1];Speicher-A
AN35;13.16;8.505;MBB0_CS_L[1];Speicher-A
AN36;14.1;8.505;VSS;VSS
AN37;15.04;8.505;MA_RESET_L;Speicher-B
AN38;15.98;8.505;VSS;VSS
AN39;16.92;8.505;VSS;VSS
AN40;17.86;8.505;MAB1_CS_L[0];Speicher-B
AP1;-18.8;9.315;VSS;VSS
AP2;-17.86;9.315;VSS;VSS
AP3;-16.92;9.315;PCIE_TXP[25];PCIe
AP4;-15.98;9.315;VSS;VSS
AP5;-15.04;9.315;PCIE_TXN[24];PCIe
AP6;-14.1;9.315;VSS;VSS
AP7;-13.16;9.315;VDD_MISC;Steuerung2
AP8;-12.22;9.315;VDD_MISC;Steuerung2
AP9;-11.28;9.315;PCIE_RXP[23];PCIe
AP10;-10.34;9.315;VDD_MISC;Steuerung2
AP11;-9.4;9.315;VDD_MISC;Steuerung2
AP12;-8.46;9.315;PCIE_RXP[22];PCIe
AP13;-7.52;9.315;VDD_MISC;Steuerung2
AP14;-6.58;9.315;VSS;VSS
AP15;-5.64;9.315;VDD_MISC;Steuerung2
AP16;-4.7;9.315;VSS;VSS
AP17;-3.76;9.315;VDD_MISC_S5;Steuerung2
AP18;-2.82;9.315;VDD_18;Sonstig
AP19;-1.88;9.315;VDD_18;Sonstig
AP20;-0.94;9.315;VDD_18;Sonstig
AP22;0.94;9.315;VDD_33_S5;Sonstig3
AP23;1.88;9.315;VSS;VSS
AP24;2.82;9.315;CCD_ANALOG_TEST;Takt/Debug
AP25;3.76;9.315;TEST5_CCD1;GPIO/SPI/SMBus
AP26;4.7;9.315;TEST6_CCD;GPIO/SPI/SMBus
AP27;5.64;9.315;SMU_ZVDD_ODPR2;Takt/Debug
AP28;6.58;9.315;SMU_ZVDD_ODPR1;Takt/Debug
AP29;7.52;9.315;TEST47_2;GPIO/SPI/SMBus
AP30;8.46;9.315;TEST4_CCD0;GPIO/SPI/SMBus
AP31;9.4;9.315;TEST5_CCD0;GPIO/SPI/SMBus
AP32;10.34;9.315;VSS;VSS
AP33;11.28;9.315;MBB0_CS_L[0];Speicher-A
AP34;12.22;9.315;MBB1_CS_L[0];Speicher-A
AP35;13.16;9.315;VSS;VSS
AP36;14.1;9.315;MB_RESET_L;Speicher-A
AP37;15.04;9.315;VSS;VSS
AP38;15.98;9.315;VSS;VSS
AP39;16.92;9.315;MAB_DATA[0];Speicher-B
AP40;17.86;9.315;VSS;VSS
AP41;18.8;9.315;VSS;VSS
AR2;-17.86;10.125;PCIE_TXN[26];PCIe
AR3;-16.92;10.125;VSS;VSS
AR4;-15.98;10.125;PCIE_TXN[25];PCIe
AR5;-15.04;10.125;VSS;VSS
AR6;-14.1;10.125;VSS;VSS
AR7;-13.16;10.125;PCIE_TXN[27];PCIe
AR8;-12.22;10.125;VDD_MISC;Steuerung2
AR9;-11.28;10.125;VSS;VSS
AR10;-10.34;10.125;PCIE_RXN[23];PCIe
AR11;-9.4;10.125;VSS;VSS
AR12;-8.46;10.125;VDD_MISC;Steuerung2
AR13;-7.52;10.125;VSS;VSS
AR14;-6.58;10.125;VDD_MISC;Steuerung2
AR15;-5.64;10.125;VSS;VSS
AR16;-4.7;10.125;PCIE_RXP[27];PCIe
AR17;-3.76;10.125;PCIE_RXN[27];PCIe
AR18;-2.82;10.125;VSS;VSS
AR19;-1.88;10.125;VDD_18;Sonstig
AR20;-0.94;10.125;VDD_18_S5;Sonstig
AR21;0.0;10.125;VSS;VSS
AR22;0.94;10.125;VDD_33;Sonstig3
AR23;1.88;10.125;VDD_MISC_SENSE;Takt/Debug
AR24;2.82;10.125;VSS;VSS
AR25;3.76;10.125;TEST4_CCD1;GPIO/SPI/SMBus
AR26;4.7;10.125;TEST49_CCD1;GPIO/SPI/SMBus
AR27;5.64;10.125;VSS;VSS
AR28;6.58;10.125;VSS;VSS
AR29;7.52;10.125;TEST49_CCD0;GPIO/SPI/SMBus
AR30;8.46;10.125;VSS;VSS
AR31;9.4;10.125;VSS;VSS
AR32;10.34;10.125;RSVD;Debug
AR33;11.28;10.125;VSS;VSS
AR34;12.22;10.125;VSS;VSS
AR35;13.16;10.125;VSS;VSS
AR36;14.1;10.125;VSS;VSS
AR37;15.04;10.125;MAB_DATA[3];Speicher-B
AR38;15.98;10.125;MAB_DATA[1];Speicher-B
AR39;16.92;10.125;VSS;VSS
AR40;17.86;10.125;MAB_DATA[2];Speicher-B
AT1;-18.8;10.935;VSS;VSS
AT2;-17.86;10.935;PCIE_TXP[26];PCIe
AT3;-16.92;10.935;VSS;VSS
AT4;-15.98;10.935;VSS;VSS
AT5;-15.04;10.935;VSS;VSS
AT6;-14.1;10.935;PCIE_TXP[27];PCIe
AT7;-13.16;10.935;VDD_MISC;Steuerung2
AT8;-12.22;10.935;VDD_MISC;Steuerung2
AT9;-11.28;10.935;VDD_MISC;Steuerung2
AT10;-10.34;10.935;VDD_MISC;Steuerung2
AT11;-9.4;10.935;VDD_MISC;Steuerung2
AT12;-8.46;10.935;VDD_MISC;Steuerung2
AT13;-7.52;10.935;VDD_MISC;Steuerung2
AT14;-6.58;10.935;VDD_MISC;Steuerung2
AT15;-5.64;10.935;VDD_MISC;Steuerung2
AT16;-4.7;10.935;VDD_MISC_S5;Steuerung2
AT17;-3.76;10.935;VDD_MISC_S5;Steuerung2
AT18;-2.82;10.935;VDD_18;Sonstig
AT19;-1.88;10.935;VDD_18;Sonstig
AT20;-0.94;10.935;VDD_18_S5;Sonstig
AT22;0.94;10.935;TEST14;GPIO/SPI/SMBus
AT23;1.88;10.935;VSS_SENSE_B;Takt/Debug
AT24;2.82;10.935;VSS;VSS
AT25;3.76;10.935;MBB_DATA[28];Speicher-A
AT26;4.7;10.935;VSS;VSS
AT27;5.64;10.935;MBB_DATA[24];Speicher-A
AT28;6.58;10.935;MBB_DATA[26];Speicher-A
AT29;7.52;10.935;VSS;VSS
AT30;8.46;10.935;MBB_DQS_L[2];Speicher-A
AT31;9.4;10.935;MBB_DATA[17];Speicher-A
AT32;10.34;10.935;VSS;VSS
AT33;11.28;10.935;MBB_DATA[14];Speicher-A
AT34;12.22;10.935;MBB_DATA[10];Speicher-A
AT35;13.16;10.935;VSS;VSS
AT36;14.1;10.935;MBB_DATA[8];Speicher-A
AT37;15.04;10.935;VSS;VSS
AT38;15.98;10.935;VSS;VSS
AT39;16.92;10.935;MAB_DQS_H[0];Speicher-B
AT40;17.86;10.935;MAB_DQS_L[0];Speicher-B
AT41;18.8;10.935;VSS;VSS
AU2;-17.86;11.745;VSS;VSS
AU3;-16.92;11.745;VSS;VSS
AU4;-15.98;11.745;GPP_CLK0N;PCIe
AU5;-15.04;11.745;GPP_CLK2N;PCIe
AU6;-14.1;11.745;VSS;VSS
AU7;-13.16;11.745;VSS;VSS
AU8;-12.22;11.745;AM5R1;Takt/Debug
AU9;-11.28;11.745;VSS;VSS
AU10;-10.34;11.745;PWR_BTN_L/AGPIO0;Takt/Debug
AU11;-9.4;11.745;AGPIO8/AUX5_RST_L/TMU_CLK_OUT;DisplayPort
AU12;-8.46;11.745;VSS;VSS
AU13;-7.52;11.745;SPI_ROM_GNT/EGPIO76;DisplayPort
AU14;-6.58;11.745;SPI_ROM_REQ/EGPIO67;DisplayPort
AU15;-5.64;11.745;VSS;VSS
AU16;-4.7;11.745;SPI1_DAT[0]/ESPI_DAT[0]/EGPIO81;DisplayPort
AU17;-3.76;11.745;RSMRST_L;Takt/Debug
AU18;-2.82;11.745;VSS;VSS
AU19;-1.88;11.745;ALERT_L;Takt/Debug
AU20;-0.94;11.745;TEST16;GPIO/SPI/SMBus
AU21;0.0;11.745;VSS;VSS
AU22;0.94;11.745;VDD_MISC_S5_SENSE;Takt/Debug
AU23;1.88;11.745;VSS;VSS
AU24;2.82;11.745;VSS;VSS
AU25;3.76;11.745;MBB_DQS_L[3];Speicher-A
AU26;4.7;11.745;MBB_DATA[25];Speicher-A
AU27;5.64;11.745;VSS;VSS
AU28;6.58;11.745;MBB_DATA[22];Speicher-A
AU29;7.52;11.745;MBB_DQS_H[2];Speicher-A
AU30;8.46;11.745;VSS;VSS
AU31;9.4;11.745;MBB_DATA[18];Speicher-A
AU32;10.34;11.745;MBB_DATA[15];Speicher-A
AU33;11.28;11.745;VSS;VSS
AU34;12.22;11.745;MBB_DQS_L[1];Speicher-A
AU35;13.16;11.745;MBB_DATA[9];Speicher-A
AU36;14.1;11.745;VSS;VSS
AU37;15.04;11.745;MAB_DATA[4];Speicher-B
AU38;15.98;11.745;MAB_DATA[6];Speicher-B
AU39;16.92;11.745;VSS;VSS
AU40;17.86;11.745;MAB_DM[0];Speicher-B
AV1;-18.8;12.555;X48M_X1;Takt/Debug
AV2;-17.86;12.555;VSS;VSS
AV3;-16.92;12.555;GPP_CLK0P;PCIe
AV4;-15.98;12.555;VSS;VSS
AV5;-15.04;12.555;GPP_CLK2P;PCIe
AV6;-14.1;12.555;USB_OC0_L/AGPIO16;USB
AV7;-13.16;12.555;VSS;VSS
AV8;-12.22;12.555;AGPIO27/AUX3_RST_L;DisplayPort
AV9;-11.28;12.555;AGPIO40/AUX2_RST_L;DisplayPort
AV10;-10.34;12.555;VSS;VSS
AV11;-9.4;12.555;AGPIO32;DisplayPort
AV12;-8.46;12.555;RSVD;Debug
AV13;-7.52;12.555;VSS;VSS
AV14;-6.58;12.555;SPI1_CLK/ESPI_CLK/EGPIO77;DisplayPort
AV15;-5.64;12.555;SPI_CS2_L/ESPI_CS_L/AGPIO30;DisplayPort
AV16;-4.7;12.555;VSS;VSS
AV17;-3.76;12.555;GENINT2_L/AGPIO90;Takt/Debug
AV18;-2.82;12.555;SPKR/AGPIO91;HDA/DMIC
AV19;-1.88;12.555;VSS;VSS
AV20;-0.94;12.555;TEST17;GPIO/SPI/SMBus
AV22;0.94;12.555;TEST15;GPIO/SPI/SMBus
AV23;1.88;12.555;VSS;VSS
AV24;2.82;12.555;MBB_DATA[30];Speicher-A
AV25;3.76;12.555;MBB_DQS_H[3];Speicher-A
AV26;4.7;12.555;VSS;VSS
AV27;5.64;12.555;MBB_DATA[27];Speicher-A
AV28;6.58;12.555;MBB_DATA[23];Speicher-A
AV29;7.52;12.555;VSS;VSS
AV30;8.46;12.555;MBB_DM[2];Speicher-A
AV31;9.4;12.555;VSS;VSS
AV32;10.34;12.555;VSS;VSS
AV33;11.28;12.555;MBB_DATA[13];Speicher-A
AV34;12.22;12.555;MBB_DQS_H[1];Speicher-A
AV35;13.16;12.555;VSS;VSS
AV36;14.1;12.555;MBB_DATA[11];Speicher-A
AV37;15.04;12.555;VSS;VSS
AV38;15.98;12.555;VSS;VSS
AV39;16.92;12.555;MAB_DATA[5];Speicher-B
AV40;17.86;12.555;MAB_DATA[7];Speicher-B
AV41;18.8;12.555;VSS;VSS
AW2;-17.86;13.365;X48M_X2;Takt/Debug
AW3;-16.92;13.365;VSS;VSS
AW4;-15.98;13.365;GPP_CLK1P;PCIe
AW5;-15.04;13.365;GPP_CLK3P;PCIe
AW6;-14.1;13.365;VSS;VSS
AW7;-13.16;13.365;USB_OC1_L/AGPIO17/WAKE4_L;USB
AW8;-12.22;13.365;USB_OC2_L/AGPIO18/WAKE5_L;USB
AW9;-11.28;13.365;VSS;VSS
AW10;-10.34;13.365;PWR_GOOD;Takt/Debug
AW11;-9.4;13.365;AGPIO9/WAKE2_L;DisplayPort
AW12;-8.46;13.365;VSS;VSS
AW13;-7.52;13.365;PCC_L;Takt/Debug
AW14;-6.58;13.365;SPI1_DAT[3]/ESPI_DAT[3]/AGPIO69;DisplayPort
AW15;-5.64;13.365;VSS;VSS
AW16;-4.7;13.365;SPI1_CS1_L/EGPIO74;DisplayPort
AW17;-3.76;13.365;GENINT1_L/AGPIO89;Takt/Debug
AW18;-2.82;13.365;VSS;VSS
AW19;-1.88;13.365;PROCHOT_L;Takt/Debug
AW20;-0.94;13.365;SIC;Takt/Debug
AW21;0.0;13.365;VSS;VSS
AW22;0.94;13.365;VSS;VSS
AW23;1.88;13.365;MBB_DATA[31];Speicher-A
AW24;2.82;13.365;MBB_DATA[29];Speicher-A
AW25;3.76;13.365;VSS;VSS
AW26;4.7;13.365;MBB_DM[3];Speicher-A
AW27;5.64;13.365;VSS;VSS
AW28;6.58;13.365;MBB_DATA[21];Speicher-A
AW29;7.52;13.365;MBB_DATA[20];Speicher-A
AW30;8.46;13.365;VSS;VSS
AW31;9.4;13.365;MBB_DATA[19];Speicher-A
AW32;10.34;13.365;MBB_DATA[16];Speicher-A
AW33;11.28;13.365;VSS;VSS
AW34;12.22;13.365;MBB_DATA[12];Speicher-A
AW35;13.16;13.365;MBB_DM[1];Speicher-A
AW36;14.1;13.365;VSS;VSS
AW37;15.04;13.365;MBB_DATA[0];Speicher-A
AW38;15.98;13.365;VSS;VSS
AW39;16.92;13.365;VSS;VSS
AW40;17.86;13.365;VSS;VSS
AY1;-18.8;14.175;X48M_OSC;Takt/Debug
AY2;-17.86;14.175;RTCCLK;Takt/Debug
AY3;-16.92;14.175;GPP_CLK1N;PCIe
AY4;-15.98;14.175;VSS;VSS
AY5;-15.04;14.175;GPP_CLK3N;PCIe
AY6;-14.1;14.175;USBC_PD_INT;USB
AY7;-13.16;14.175;VSS;VSS
AY8;-12.22;14.175;AGPIO23/USB_BIOS_UPDATE;DisplayPort
AY9;-11.28;14.175;AGPIO7/AUX4_RST_L;DisplayPort
AY10;-10.34;14.175;VSS;VSS
AY11;-9.4;14.175;AGPIO12/WAKE3_L;DisplayPort
AY12;-8.46;14.175;RSVD;Debug
AY13;-7.52;14.175;VSS;VSS
AY14;-6.58;14.175;SPI1_DAT[1]/ESPI_DAT[1]/EGPIO80;DisplayPort
AY15;-5.64;14.175;SPI1_DAT[2]/ESPI_DAT[2]/AGPIO68;DisplayPort
AY16;-4.7;14.175;VSS;VSS
AY17;-3.76;14.175;FANOUT0/AGPIO85;Takt/Debug
AY18;-2.82;14.175;THERMTRIP_L;Takt/Debug
AY19;-1.88;14.175;VSS;VSS
AY20;-0.94;14.175;SID;Takt/Debug
AY22;0.94;14.175;RESET_L;Takt/Debug
AY23;1.88;14.175;VSS;VSS
AY24;2.82;14.175;VSS;VSS
AY25;3.76;14.175;VSS;VSS
AY26;4.7;14.175;VSS;VSS
AY27;5.64;14.175;VSS;VSS
AY28;6.58;14.175;VSS;VSS
AY29;7.52;14.175;VSS;VSS
AY30;8.46;14.175;VSS;VSS
AY31;9.4;14.175;VSS;VSS
AY32;10.34;14.175;VSS;VSS
AY33;11.28;14.175;VSS;VSS
AY34;12.22;14.175;VSS;VSS
AY35;13.16;14.175;VSS;VSS
AY36;14.1;14.175;VSS;VSS
AY37;15.04;14.175;VSS;VSS
AY38;15.98;14.175;VSS;VSS
AY39;16.92;14.175;MBB_DATA[1];Speicher-A
AY40;17.86;14.175;MBB_DATA[2];Speicher-A
AY41;18.8;14.175;VSS;VSS
BA2;-17.86;14.985;X32K_X1;Takt/Debug
BA3;-16.92;14.985;VSS;VSS
BA4;-15.98;14.985;GPP_CLK5N;PCIe
BA5;-15.04;14.985;TDO;GPIO/SPI/SMBus
BA6;-14.1;14.985;VSS;VSS
BA7;-13.16;14.985;TRST_L;GPIO/SPI/SMBus
BA8;-12.22;14.985;PCIE_RST0_L/EGPIO26;PCIe
BA9;-11.28;14.985;VSS;VSS
BA10;-10.34;14.985;S0A3_GPIO/AGPIO10;Takt/Debug
BA11;-9.4;14.985;AGPIO2/WAKE0_L;DisplayPort
BA12;-8.46;14.985;VSS;VSS
BA13;-7.52;14.985;ESPI_RESET_L/KBRST_L/AGPIO21;DisplayPort
BA14;-6.58;14.985;SPI_CLK/ESPI_CLK;DisplayPort
BA15;-5.64;14.985;VSS;VSS
BA16;-4.7;14.985;SPI_TPM_CS_L/AGPIO29;DisplayPort
BA17;-3.76;14.985;FANIN0/AGPIO84;Takt/Debug
BA18;-2.82;14.985;VSS;VSS
BA19;-1.88;14.985;CLK_REQ0_L/AGPIO92;Takt/Debug
BA20;-0.94;14.985;I2C1_SCL/I3C1_SCL/EGPIO147;DisplayPort
BA21;0.0;14.985;VSS;VSS
BA22;0.94;14.985;DBREQ_L;GPIO/SPI/SMBus
BA23;1.88;14.985;VSS;VSS
BA24;2.82;14.985;MAB_DATA[28];Speicher-B
BA25;3.76;14.985;VSS;VSS
BA26;4.7;14.985;VSS;VSS
BA27;5.64;14.985;MAB_DATA[26];Speicher-B
BA28;6.58;14.985;MAB_DATA[21];Speicher-B
BA29;7.52;14.985;VSS;VSS
BA30;8.46;14.985;MAB_DQS_L[2];Speicher-B
BA31;9.4;14.985;MAB_DATA[17];Speicher-B
BA32;10.34;14.985;VSS;VSS
BA33;11.28;14.985;VSS;VSS
BA34;12.22;14.985;MAB_DATA[12];Speicher-B
BA35;13.16;14.985;MAB_DATA[8];Speicher-B
BA36;14.1;14.985;VSS;VSS
BA37;15.04;14.985;MBB_DQS_H[0];Speicher-A
BA38;15.98;14.985;MBB_DQS_L[0];Speicher-A
BA39;16.92;14.985;VSS;VSS
BA40;17.86;14.985;MBB_DATA[3];Speicher-A
BB1;-18.8;15.795;X32K_X2;Takt/Debug
BB2;-17.86;15.795;VDDBT_RTC_G;Takt/Debug
BB3;-16.92;15.795;GPP_CLK5P;PCIe
BB4;-15.98;15.795;VSS;VSS
BB5;-15.04;15.795;SMBUS1_SCL/I2C3_SCL/I3C3_SCL/AGPIO19;DisplayPort
BB6;-14.1;15.795;TDI;GPIO/SPI/SMBus
BB7;-13.16;15.795;VSS;VSS
BB8;-12.22;15.795;SLP_S5_L;Takt/Debug
BB9;-11.28;15.795;AGPIO5/AUX0_RST_L;DisplayPort
BB10;-10.34;15.795;VSS;VSS
BB11;-9.4;15.795;AGPIO3/WAKE1_L;DisplayPort
BB12;-8.46;15.795;RSVD;Debug
BB13;-7.52;15.795;VSS;VSS
BB14;-6.58;15.795;SPI_DAT[1]/ESPI_DAT[1];DisplayPort
BB15;-5.64;15.795;SPI_DAT[2]/ESPI_DAT[2];DisplayPort
BB16;-4.7;15.795;VSS;VSS
BB17;-3.76;15.795;CLK_REQ4_L/OSCIN/EGPIO132;Takt/Debug
BB18;-2.82;15.795;CLK_REQ2_L/AGPIO116;Takt/Debug
BB19;-1.88;15.795;VSS;VSS
BB20;-0.94;15.795;I2C1_SDA/I3C1_SDA/EGPIO148;DisplayPort
BB22;0.94;15.795;PWROK;Takt/Debug
BB23;1.88;15.795;VSS;VSS
BB24;2.82;15.795;MAB_DATA[31];Speicher-B
BB25;3.76;15.795;VSS;VSS
BB26;4.7;15.795;MAB_DM[3];Speicher-B
BB27;5.64;15.795;MAB_DATA[25];Speicher-B
BB28;6.58;15.795;VSS;VSS
BB29;7.52;15.795;MAB_DATA[22];Speicher-B
BB30;8.46;15.795;MAB_DQS_H[2];Speicher-B
BB31;9.4;15.795;VSS;VSS
BB32;10.34;15.795;MAB_DATA[16];Speicher-B
BB33;11.28;15.795;MAB_DATA[15];Speicher-B
BB34;12.22;15.795;VSS;VSS
BB35;13.16;15.795;MAB_DM[1];Speicher-B
BB36;14.1;15.795;MAB_DATA[9];Speicher-B
BB37;15.04;15.795;VSS;VSS
BB38;15.98;15.795;VSS;VSS
BB39;16.92;15.795;MBB_DATA[6];Speicher-A
BB40;17.86;15.795;MBB_DM[0];Speicher-A
BB41;18.8;15.795;VSS;VSS
BC3;-16.92;16.605;VSS;VSS
BC4;-15.98;16.605;GPP_CLK4N;PCIe
BC5;-15.04;16.605;SMBUS1_SDA/I2C3_SDA/I3C3_SDA/AGPIO20;DisplayPort
BC6;-14.1;16.605;VSS;VSS
BC7;-13.16;16.605;TMS;GPIO/SPI/SMBus
BC8;-12.22;16.605;SLP_S3_L;Takt/Debug
BC9;-11.28;16.605;VSS;VSS
BC10;-10.34;16.605;CLK_REQ5_L/AGPIO38;Takt/Debug
BC11;-9.4;16.605;AGPIO4;DisplayPort
BC12;-8.46;16.605;VSS;VSS
BC13;-7.52;16.605;ESPI_ALERT_L/AGPIO22;DisplayPort
BC14;-6.58;16.605;SPI_DAT[0]/ESPI_DAT[0];DisplayPort
BC15;-5.64;16.605;VSS;VSS
BC16;-4.7;16.605;SPI1_CS2_L/EGPIO78;DisplayPort
BC17;-3.76;16.605;CLK_REQ3_L/EGPIO131;Takt/Debug
BC18;-2.82;16.605;VSS;VSS
BC19;-1.88;16.605;CLK_REQ1_L/AGPIO115;Takt/Debug
BC20;-0.94;16.605;I2C0_SDA/I3C0_SDA/EGPIO146;DisplayPort
BC21;0.0;16.605;VSS;VSS
BC22;0.94;16.605;SMBUS0_SCL/I2C2_SCL/I3C2_SCL/EGPIO113;DisplayPort
BC23;1.88;16.605;VSS;VSS
BC24;2.82;16.605;MAB_DATA[30];Speicher-B
BC25;3.76;16.605;MAB_DQS_H[3];Speicher-B
BC26;4.7;16.605;VSS;VSS
BC27;5.64;16.605;MAB_DATA[24];Speicher-B
BC28;6.58;16.605;MAB_DATA[23];Speicher-B
BC29;7.52;16.605;VSS;VSS
BC30;8.46;16.605;VSS;VSS
BC31;9.4;16.605;MAB_DATA[19];Speicher-B
BC32;10.34;16.605;VSS;VSS
BC33;11.28;16.605;MAB_DATA[14];Speicher-B
BC34;12.22;16.605;MAB_DQS_H[1];Speicher-B
BC35;13.16;16.605;VSS;VSS
BC36;14.1;16.605;MAB_DATA[10];Speicher-B
BC37;15.04;16.605;VSS;VSS
BC38;15.98;16.605;MBB_DATA[4];Speicher-A
BC39;16.92;16.605;VSS;VSS
BD3;-16.92;17.415;GPP_CLK4P;PCIe
BD4;-15.98;17.415;VSS;VSS
BD5;-15.04;17.415;USB_OC3_L/AGPIO24;USB
BD6;-14.1;17.415;TCK;GPIO/SPI/SMBus
BD7;-13.16;17.415;VSS;VSS
BD8;-12.22;17.415;SYS_RESET_L/AGPIO1;Takt/Debug
BD9;-11.28;17.415;AGPIO6/AUX1_RST_L;DisplayPort
BD10;-10.34;17.415;VSS;VSS
BD11;-9.4;17.415;BLINK/AGPIO11;Takt/Debug
BD12;-8.46;17.415;AGPIO130;DisplayPort
BD13;-7.52;17.415;VSS;VSS
BD14;-6.58;17.415;SPI_DAT[3]/ESPI_DAT[3];DisplayPort
BD15;-5.64;17.415;SPI_CS1_L;DisplayPort
BD20;-0.94;17.415;I2C0_SCL/I3C0_SCL/EGPIO145;DisplayPort
BD22;0.94;17.415;SMBUS0_SDA/I2C2_SDA/I3C2_SDA/EGPIO114;DisplayPort
BD23;1.88;17.415;VSS;VSS
BD24;2.82;17.415;MAB_DATA[29];Speicher-B
BD25;3.76;17.415;VSS;VSS
BD26;4.7;17.415;MAB_DQS_L[3];Speicher-B
BD27;5.64;17.415;MAB_DATA[27];Speicher-B
BD28;6.58;17.415;VSS;VSS
BD29;7.52;17.415;MAB_DATA[20];Speicher-B
BD30;8.46;17.415;MAB_DM[2];Speicher-B
BD31;9.4;17.415;VSS;VSS
BD32;10.34;17.415;MAB_DATA[18];Speicher-B
BD33;11.28;17.415;MAB_DATA[13];Speicher-B
BD34;12.22;17.415;VSS;VSS
BD35;13.16;17.415;MAB_DQS_L[1];Speicher-B
BD36;14.1;17.415;MAB_DATA[11];Speicher-B
BD37;15.04;17.415;VSS;VSS
BD38;15.98;17.415;MBB_DATA[5];Speicher-A
BD39;16.92;17.415;MBB_DATA[7];Speicher-A
